"Location ID","Effective Date","Location Name","Location Usage",Superior Location,Inactive,Latitude,Longitude,Altitude,Time Profile,Locale,Time Zone,Default Currency,Effective Date,Country,Address Line Type,Address Line Data,Municipality,Submunicipality Type,Submunicipality Data,Country Region,Subregion Type,Subregion Data,Postal Code,Public,Primary,Type,Use For,Municipality Local,Country ISO Code,International Phone Code,Phone Number,Phone Extension,Device Type,Public,Primary,Type,Use For
FIRST_AID_1ST_FLOOR,1/16/17,First Aid - 1st Floor,PAR,,n,0,0,0,,,,USD,1/16/17,US,ADDRESS_LINE_1,3939 The Embarcadero,San Francisco,,,USA-CA,,,94111,y,y,BUSINESS,BILLING,,,,,,,,,,
,,,,,,,,,,,,,,,ADDRESS_LINE_2,S1042 - Kitchen,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
FIRST_AID_STORAGE,,First Aid Storage,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPPLY_ROOM_2ND_FLOOR,2/16/16,Supply Room - 2nd Floor,PAR,,n,0,0,0,,,,USD,2/16/16,US,ADDRESS_LINE_1,3939 The Embarcadero,San Francisco,,,USA-CA,,,94111,y,y,BUSINESS,BILLING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
SUPPLY_ROOM_1ST_FLOOR,2/16/16,Supply room - 1st floor,PAR,,n,0,0,0,,,,USD,2/16/16,US,ADDRESS_LINE_1,3939 The Embarcadero,San Francisco,,,USA-CA,,,94111,y,y,BUSINESS,BILLING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
San_Juan,10/1/15,San Juan,BUSINESS ASSET,,n,18.453471,-66.086386,0,Standard_Hours_40,es_PR,America/Puerto_Rico,USD,10/1/15,US,ADDRESS_LINE_1,644 Fernández Junos Ave,San Juan,,,USA-PR,,,907,y,y,BUSINESS,BILLING,,PRI,1,787766-9000,,Landline,y,y,BUSINESS,BILLING
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,REMIT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,1,787766-9001,,Fax,y,n,BUSINESS,BILLING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT
MAIN_WAREHOUSE,,Main Warehouse,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUXILIARY_WAREHOUSE_EAST,,Auxiliary Warehouse - East,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUXILIARY_WAREHOUSE_WEST,,Auxiliary Warehouse - West,INVENTORY,,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland,1/1/19,Portland,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1080 Forest Avenue,Portland,,,USA-ME,,,4103,y,y,BUSINESS,BILLING,,USA,1,2078771900,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Dover,1/1/19,Dover,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1481 N Dupont Highway,Dover,,,USA-DE,,,19901,y,y,BUSINESS,BILLING,,USA,1,3025353000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Morgantown,1/1/19,Morgantown,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1109 Van Voorhis Road,Morgantown,,,USA-WV,,,26505,y,y,BUSINESS,BILLING,,USA,1,3045992700,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Richmond,1/1/19,Richmond,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1601 Willow Lawn Drive,Richmond,,,USA-VA,,,23230,y,y,BUSINESS,BILLING,,USA,1,8042854000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Nashville,1/1/19,Nashville,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,515 Dominican Drive,Nashville,,,USA-TN,,,37228,y,y,BUSINESS,BILLING,,USA,1,6157702700,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Charleston,1/1/19,Charleston,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,239 King Street,Charleston,,,USA-SC,,,29401,y,y,BUSINESS,BILLING,,USA,1,8438058000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Jackson,1/1/19,Jackson,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1220 E Northside Drive,Jackson,,,USA-MS,,,39211,y,y,BUSINESS,BILLING,,USA,1,6013665300,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
New_Orleans,1/1/19,New Orleans,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,800 Harrison Avenue,New Orleans,,,USA-LA,,,70124,y,y,BUSINESS,BILLING,,USA,1,5044868800,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Louisville,1/1/19,Louisville,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,3401 Bardstown Road,Louisville,,,USA-KY,,,40218,y,y,BUSINESS,BILLING,,USA,1,5024546300,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Miami,1/1/19,Miami,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,901 S Miami Avenue,Miami,,,USA-FL,,,33130,y,y,BUSINESS,BILLING,,USA,1,3053727900,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Little_Rock,1/1/19,Little Rock,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,7525 Cantrell Road,Little Rock,,,USA-AR,,,72207,y,y,BUSINESS,BILLING,,USA,1,5016030090,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Birmingham,1/1/19,Birmingham,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,810 St Vincents Drive,Birmingham,,,USA-AL,,,35205,y,y,BUSINESS,BILLING,,USA,1,2059397010,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Milwaukee,1/1/19,Milwaukee,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,140 W Holt Avenue,Milwaukee,,,USA-WI,,,53207,y,y,BUSINESS,BILLING,,USA,1,4144890800,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Sioux_Falls,1/1/19,Sioux Falls,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1900 S Marion Road,Sioux Falls,,,USA-SD,,,57106,y,y,BUSINESS,BILLING,,USA,1,6053613000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Oklahoma_City,1/1/19,Oklahoma City,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,5920 SW 4th Terrace,Oklahoma City,,,USA-OK,,,73128,y,y,BUSINESS,BILLING,,USA,1,4057894600,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Fargo,1/1/19,Fargo,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,4202 13th Avenue S,Fargo,,,USA-ND,,,58103,y,y,BUSINESS,BILLING,,USA,1,7012827400,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Lincoln,1/1/19,Lincoln,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2801 Pine Lake Road,Lincoln,,,USA-NE,,,68516,y,y,BUSINESS,BILLING,,USA,1,4024212000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
St_Louis,1/1/19,St. Louis,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,6622 Chippewa Street,St. Louis,,,USA-MO,,,63109,y,y,BUSINESS,BILLING,,USA,1,3148329500,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Minneapolis,1/1/19,Minneapolis,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,33 South 6th Street,Minneapolis,,,USA-MN,,,55402,y,y,BUSINESS,BILLING,,USA,1,6123397000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Detroit,1/1/19,Detroit,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,18051 Mack Avenue,Detroit,,,USA-MI,,,48224,y,y,BUSINESS,BILLING,,USA,1,3135736000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Wichita,1/1/19,Wichita,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,3000 N Rock Road,Wichita,,,USA-KS,,,67226,y,y,BUSINESS,BILLING,,USA,1,3166342000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Des_Moines,1/1/19,Des Moines,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,909 Locust Street,Des Moines,,,USA-IA,,,50309,y,y,BUSINESS,BILLING,,USA,1,5152881000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Indianapolis,1/1/19,Indianapolis,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1429 N Capitol Avenue,Indianapolis,,,USA-IN,,,46202,y,y,BUSINESS,BILLING,,USA,1,3176861000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Cheyenne,1/1/19,Cheyenne,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2111 Central Avenue,Cheyenne,,,USA-WY,,,82001,y,y,BUSINESS,BILLING,,USA,1,3076322400,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Seattle,1/1/19,Seattle,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1124 Pike Street,Seattle,,,USA-WA,,,98101,y,y,BUSINESS,BILLING,,USA,1,2066240000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Salt_Lake_City,1/1/19,Salt Lake City,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,80 S Main Street,Salt Lake City,,,USA-UT,,,84101,y,y,BUSINESS,BILLING,,USA,1,8013553000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Beaverton,1/1/19,Beaverton,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,8400 SW Nimbus Avenue,Beaverton,,,USA-OR,,,97008,y,y,BUSINESS,BILLING,,USA,1,5036448200,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Santa_Fe,1/1/19,Santa Fe,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,3899 Cerrillos Road,Santa Fe,,,USA-NM,,,87507,y,y,BUSINESS,BILLING,,USA,1,5054745700,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Billings,1/1/19,Billings,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2010 Henesta Drive,Billings,,,USA-MT,,,59102,y,y,BUSINESS,BILLING,,USA,1,4066945200,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Boise,1/1/19,Boise,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,8275 W Overland Road,Boise,,,USA-ID,,,83709,y,y,BUSINESS,BILLING,,USA,1,2083770600,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Denver,1/1/19,Denver,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2975 E Colfax Avenue,Denver,,,USA-CO,,,80206,y,y,BUSINESS,BILLING,,USA,1,3033162000,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Phoenix,1/1/19,Phoenix,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,1641 E Camelback Road,Phoenix,,,USA-AZ,,,85016,y,y,BUSINESS,BILLING,,USA,1,6022637400,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Anchorage,1/1/19,Anchorage,BUSINESS ASSET,,n,0,0,0,Standard_Hours_40,,,USD,1/1/19,US,ADDRESS_LINE_1,2000 W Dimond Boulevard,Anchorage,,,USA-AK,,,99515,y,y,BUSINESS,BILLING,,USA,1,9075613100,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,PAYROLL TAX,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
Monterrey,2020-01-01,Monterrey,BUSINESS ASSET,,n,25.686613,-100.316116,0,Standard_Hours_40,es_MX,Mexico/General,MXN,2020-01-01,MX,ADDRESS_LINE_1,Av. Eugenio Garza Sada Sur 1892,Monterrey,CITY_SUBDIVISION_1,Valle Oriente,MEX-NLE,,,64860,y,y,BUSINESS,STORAGE,,MEX,52,8150307300,,Landline,y,y,BUSINESS,
,,,BUSINESS SITE,,,,,,,,,,,,,,,,,,,,,,,,STREET,,MEX,52,8150307301,,Fax,y,n,BUSINESS,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MAILING,,,,,,,,,,
London_Conference_Room_A,,Conference Room A,TRAINING ROOM,London,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancouver_Meeting_Room_4D,,Meeting Room 4D,TRAINING ROOM,Vancouver,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancouver_Meeting_Room_3E,,Meeting Room 3E,TRAINING ROOM,Vancouver,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montreal_Conference_Room_B,,Conference Room B,TRAINING ROOM,Montreal,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montreal_Conference_Room_A,,Conference Room A,TRAINING ROOM,Montreal,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New_York_Training_Room_102,,Training Room 102,TRAINING ROOM,New_York,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New_York_Training_Room_101,,Training Room 101,TRAINING ROOM,New_York,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Belfast_Aisle_3,,Aisle 3,INVENTORY,EMEA_Auxiliary_Warehouse_Belfast,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Belfast_Aisle_2,,Aisle 2,INVENTORY,EMEA_Auxiliary_Warehouse_Belfast,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Belfast_Aisle_1,,Aisle 1,INVENTORY,EMEA_Auxiliary_Warehouse_Belfast,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London_Aisle_3,,Aisle 3,INVENTORY,EMEA_Warehouse_London,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Aisle_3,,Aisle 3,INVENTORY,MAIN_WAREHOUSE,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London_EMEA_Supply_Room_1st_Floor,3/13/17,EMEA Supply Room - 1st Floor,PAR,London,n,0,0,0,,,,GBP,3/13/17,GB,ADDRESS_LINE_1,2-3 Northumberland Avenue,London,,,,,,WC2N,y,y,BUSINESS,BILLING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIPPING,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,REMIT,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Manchester_Aisle_1,,Aisle 1,INVENTORY,EMEA_Auxiliary_Warehouse_Manchester,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London_Aisle_2,,Aisle 2,INVENTORY,EMEA_Warehouse_London,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London_Aisle_1,,Aisle 1,INVENTORY,EMEA_Warehouse_London,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Recalled_Items_Aisle,,Recalled Items Aisle,INVENTORY,MAIN_WAREHOUSE,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Aisle_2,,Aisle 2,INVENTORY,MAIN_WAREHOUSE,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Aisle_1,,Aisle 1,INVENTORY,MAIN_WAREHOUSE,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_2,,Zone 2,INVENTORY,Auxiliary_Warehouse_Southeast,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_1,,Zone 1,INVENTORY,Auxiliary_Warehouse_Southeast,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney_Conference_Room_4D,,Conference Room 4D,TRAINING ROOM,Sydney,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sydney_Meeting_Room_3E,,Meeting Room 3E,TRAINING ROOM,Sydney,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Conference_Room_B,,Conference Room B,TRAINING ROOM,Singapore,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore_Conference_Room_A,,Conference Room A,TRAINING ROOM,Singapore,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai_Training_Room_102,,Training Room 102,TRAINING ROOM,Shanghai,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai_Training_Room_101,,Training Room 101,TRAINING ROOM,Shanghai,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockholm_Meeting_Room_4D,,Meeting Room 4D,TRAINING ROOM,Stockholm,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockholm_Meeting_Room_3E,,Meeting Room 3E,TRAINING ROOM,Stockholm,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris_Conference_Room_B,,Conference Room B,TRAINING ROOM,Paris,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris_Conference_Room_A,,Conference Room A,TRAINING ROOM,Paris,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London_Training_Room_102,,Training Room 102,TRAINING ROOM,London,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Belfast_Aisle_1_Bin_B,,Bin B,INVENTORY,EMEA_Auxiliary_Warehouse_Belfast_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Auxiliary_Warehouse_Belfast_Aisle_1_Bin_A,,Bin A,INVENTORY,EMEA_Auxiliary_Warehouse_Belfast_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_2_Aisle_3,,Aisle 3,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_2,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_2_Aisle_2,,Aisle 2,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_2,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auxiliary_Warehouse_Southeast_Zone_1_Aisle_1,,Aisle 1,INVENTORY,Auxiliary_Warehouse_Southeast_Zone_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London_Aisle_1_Bin_B,,Bin B,INVENTORY,EMEA_Warehouse_London_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMEA_Warehouse_London_Aisle_1_Bin_A,,Bin A,INVENTORY,EMEA_Warehouse_London_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Aisle_1_Bin_C,,Bin C,INVENTORY,Main_Warehouse_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_Warehouse_Aisle_1_Bin_B,,Bin B,INVENTORY,Main_Warehouse_Aisle_1,n,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
